IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt2216600,Arangsaddojeon,"4,045",20,\N,TV Series,South Korea,Korean,"Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and... Read all",A vindictive spirit of single woman who died under wrongful circumstances and whose soul has been haunted by false accusations about her disappearances in coming to the district magistrate Eun Oh with a plea to help her exact her vengeance. —Rin Sanada,7.4,717,"Action,Comedy,Fantasy"
tt13106334,Alma,"4,046",9,\N,TV Series,Spain,Spanish,,-,,,Drama
tt6736782,Louis C.K. 2017,"4,047",,74,TV Special,United States of America,English,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers, and more in a live performance from Washington D.C.","Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers, and more in a live performance from Washington D.C.",7.6,9447,Comedy
tt11417930,Merry Men 2,"4,048",,115,Movie,Nigeria,English,"Things have changed for the charming foursome, the Merry Men. They've hung the boots on robbing the rich to give to the poor and focus squarely on running their businesses. AYO ALESINLOYE, the charming leader of the pack... Read all","Things have changed for the charming foursome, the Merry Men. They've hung the boots on robbing the rich to give to the poor and focus squarely on
running their businesses.
AYO ALESINLOYE, the charming leader of the pack, prepares to wed EFCD field operative, DERA, the love of his life. Naz prepares to be a father,
thrilled that KEMI, his wife and Ayo's younger sister, is pregnant. Amaju and Remi, well - they remain inveterate men-about-town, enjoying wine, women
and the good life.
But while on a Short vacation in Lagos, each of them are besieged by vicious gunmen, led by four FEMALE MASKED BIKERS. After a chaotic struggle
with the armed assailants, the Merry Men are overcome, and Kemi, Naz's wife and Ayo's sister, is kidnapped.
DAME MADUKA, the corrupt politician who the Merry Men exposed, contacts the four enraged friends to reveal that she's behind the attack. She
promises to release Kemi if the four friends destroy all incriminating evidence to be used against her in a hearing.
They have 72 hours, failing which, Kemi will be murdered. Deeply enraged and highly motivated, the Merry Men must return to old ways to overcome
Dame Maduka and rescue Kemi. They rush back Abuja where Kemi's been taken to formulate a plan of rescue.
But the barriers before the Merry Men are tougher than they ever encountered. The evidence against Dame Maduka is in the headquarters of the
EFCD, a government agency that's impossible to breach. Naz, Kemi's husband, is so inflamed by his wife's abduction, he gradually loses touch of
reality and proves a risk to the team.
Worst, the four LADY BIKERS who led the attack on the Merry Men are not just uniquely-trained and highly-skilled in weapon use, combat and
infiltration, they are led by the deadly ZARA AMINU, who can predict any move and strategy the Merry Men makes because years ago, she was one of
them.
Merry Men II continues the adventures of Ayo, Naz, Amaju and Remi on another fast-paced and high-tension mission. This time though, they may be
way in over their head, egged on only by their love for and desperate determination to save Kemi.",6.7,50,"Action,Comedy"
tt8792570,Afflicted,"4,049",7,\N,TV Series,United States of America,English,Seven people suffering with bizarre chronic illnesses hunt for explanation and cures while simultaneously battling with social skepticism and abandonment.,Seven people suffering with bizarre chronic illnesses hunt for explanation and cures while simultaneously battling with social skepticism and abandonment.,5,1051,"Documentary,Mystery,Reality-TV"
tt0095945,Quiet Victory: The Charlie Wedemeyer Story,"4,050",,100,TV Movie,United States of America,English,A real-life story about a high school teacher and football coach who is diagnosed with Lou Gehrig's disease but refuses to give in.,A real-life story about a high school teacher and football coach who is diagnosed with Lou Gehrig's disease but refuses to give in.,7.3,115,Drama
tt8660874,Wrong Kind of Black,"4,051",4,\N,TV Series,Australia,English,"From the crocs and cops of 1960s Queensland to the blood-splattered disco floors of 1970s Melbourne, comes the hilarious and heartbreaking story of afro bearing, flare wearing DJ Monty Pryor and his brother Paul.","Based on the life and stories of Boori Monty Pryor, Wrong Kind of Black is a four-part comedy-drama that brings a rare perspective to a tumultuous era in Australia's history. At the height of the '70s disco inferno, Monty is Melbourne's hottest DJ. Dubbed the ""The Black Superman"" spinning tunes at the Albion Charles hotel, he and his younger brother Paul rub shoulders with a motley crew of Russian mobsters and Aussie yobbos alike. The 'fro and flares seem like worlds away from their childhood on remote Palm Island - but beneath the surface not much has changed. Aboriginal culture is still not welcome in white society, and the price of its preservation can be deadly. As tensions rise and trouble follows, Monty decides to take his future into his own hands and stand against the tide of Australian racism. Although Wrong Kind of Black takes us back to the 1960's and 1970's, this personal account is as much the story of indigenous Australia today as it was back then. It is a story of extremes - heartbreak and triumph, unconditional love and blind hatred, innocence and wisdom, black and white - told with great humour and an enduring sense of hope.",7.6,106,"Comedy,Drama"
tt8512320,Target,"4,052",,93,Movie,Indonesia,Indonesian,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.,4,420,"Comedy,Thriller"
tt2467700,Animal Farm,"4,053",,\N,Movie,-,-,-,-,,,Drama
tt4450396,My Little Pony: Equestria Girls - Friendship Games,"4,054",,72,Movie,United States of America,English,Canterlot High and a rival school face off in a series of sporting events.,"Every four years, Canterlot High has 'The Friendship Games' where they must rival with different schools with a series of different sporting events and every year, the cup has gone to Crystal Prep. So Fluttershy, Pinkie Pie, Rainbow Dash, Rarity, Applejack, and Sunset Shimmer must work together to win the cup. But they find out that the other Twilight Sparkle is on the opposing team.",6.6,1616,"Animation,Family,Fantasy"
tt13323004,Feria,"4,055",8,50,TV Series,Spain,Spanish,Two sisters see their world turned upside down when they discover a horrifying and otherworldly secret involving their parents.,"Feria, Andalusia, mid-1990s. Two sisters, Eva and Sofía, discover that their missing parents are actually two monsters who, before disappearing, committed a horrendous crime that costed the lives of 23 victims. The two sisters have to face the consequences of their parents' doing in a town where its inhabitants are not as naive as they seem and reality hides a fantastical universe.",,,"Crime,Drama,Fantasy"
tt7074992,Byeong-won-seon,"4,056",40,35,TV Series,South Korea,Korean,Hospital ship is a romantic drama series with twists and turns at every episode . It's the story about doctors who work in the hospital ship that provides free health facilities to the various remote islands in Korea. Th... Read all,"Hospital ship is a romantic drama series with twists and turns at every episode . It's the story about doctors who work in the hospital ship that provides free health facilities to the various remote islands in Korea. The story revolves around Doctor Kwak Hyun who is currently working in the hospital ship and Surgeon Song Eun Jae that is well known for performing various complicated surgeries. The story have love-triangle, complicated surgeries show, family issue and the last few episodes are awesome. —Somesh Bhardwaj",6.2,296,Romance
tt11754464,Bucin,"4,057",,97,Movie,Indonesia,Indonesian,Four young men - each with their own love issues - enrol in an ‘anti-whipped’ class to break free from being enslaved by love.,"Andovi, Tommy, Jovi, and Chandra try to get out of unhealthy relationships because they are ""bucin"" (slaves of love). They decide to take the ""antibucin"" class so they can have a more mature relationship, and not be enslaved by love. It turns out that the method of teaching, taught by Vania, is very extreme. Even threatening their love and friendship relationships. —filmindonesia.or.id",4.1,551,"Comedy,Drama,Romance"
tt6168004,Bulyaseong,"4,058",20,\N,TV Series,South Korea,Korean,"The drama is about ambitious people clamoring to claim more power and success for themselves: an ambitious woman, a man born in a wealthy family and another woman who wants to escape from her poor background.","The drama is about ambitious people clamoring to claim more power and success for themselves: an ambitious woman, a man born in a wealthy family and another woman who wants to escape from her poor background.",7,254,Drama
tt1919090,Stash House,"4,059",,99,Movie,United States of America,English,"Dave and Amy have found the perfect house, until they discover a stash of heroin and end up imprisoned in it by violent thugs.","A couple love their new house, bought for a steal out of a foreclosure. During their first visit they find illegal drugs stashed in the walls, and they realize this is not their dream house. As they are about to leave, suddenly their exit is blocked by a gun-wielding neighbor Spector and his accomplice. They come to realize the house is hiding more than drugs - it's the operation center for mass drug czar who is buried beneath the floorboards. On the run from the professional killers who want the drugs and evidence, the resourceful couple will need to turn the tables on their attackers to survive. —IM Global",4.8,2593,Thriller
tt14735382,Geullichi,"4,060",,\N,TV Series,South Korea,Korean,"Hong Ji Hyo's boyfriend disappears with an unidentified light. Since then, Hong Ji Hyo traces her boyfriend's whereabouts. With the help of a UFO club members, she approaches a mysterious secret.","Hong Ji Hyo's boyfriend disappears with an unidentified light. Since then, Hong Ji Hyo traces her boyfriend's whereabouts. With the help of a UFO club members, she approaches a mysterious secret.",,,"Mystery,Sci-Fi,Thriller"
tt8894324,Take My Brother Away,"4,061",30,45,TV Series,China,Mandarin,"Impoverished teenage siblings struggle to live together, with one hoping to escape living in her ne'er-do-well brother's shadow.","The Shi siblings, dance-trained Fen and martial arts-trained Miao, live in their impoverished single-dad's home, but it's Fen who cooks and watches out for his little sister, not their depressed and alcoholic father. Chaffing under Fen's ne'er-do-well ways, Miao reluctantly enters high school with him bearing one main wish - to be free of her ridiculous brother. As time passes she's realizes just how much he has done for her and how much she appreciates the fact that he is her older brother. —statmanjeff",7,138,Drama
tt13607518,Schulz Saves America,"4,062",4,68,TV Series,United States of America,English,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,7.5,942,Comedy
tt7251888,Coborâm la prima,"4,063",,84,Movie,Romania,Romanian,"Several passengers remain locked in a subway station. They do not know each other and each has a different route, with own problems. But as passengers interact, things change and everyone will have the same destination a... Read all","Several passengers remain locked in a subway station. They do not know each other and each has a different route, with own problems. But as passengers interact, things change and everyone will have the same destination at the end.",7.1,587,Drama
tt13308276,Los herederos de la tierra,"4,064",8,\N,TV Series,Spain,Spanish,,-,,,Drama
tt0043408,The Cimarron Kid,"4,065",,84,Movie,United States of America,English,"Unjustly accused of robbing the train he was riding home, Bill Doolin re-joins his old gang, participates in other robberies and becomes a wanted outlaw.","Audie Murphy comes into his own as a Western star in this story. Wrongly accused by crooked railroad officials of aiding a train heist by his old friends the Daltons, he joins their gang and becomes an active participant in other robberies. Betrayed by a fellow gang member, Murphy becomes a fugitive in the end. Seeking refuge at the ranch of a reformed gang member, he hopes to flee with the man's daughter to South America, but he's captured in the end and led off to jail. The girl promises to wait. —Rita Richardson <RRichar790@aol.com>",6.4,887,Western
tt3549206,The Music of Strangers,"4,066",,96,Movie,United States of America,English,Cellist Yo-Yo Ma and other international artists of The Silk Road Project discuss their philosophies on music and culture.,Cellist Yo-Yo Ma and other international artists of The Silk Road Project discuss their philosophies on music and culture.,7.7,678,"Documentary,Music"
tt2609912,Kevin Hart: Let Me Explain,"4,067",,75,Movie,United States of America,English,"Filmed at a sold-out performance at Madison Square Garden, comedian Kevin Hart delivers material from his 2012 ""Let Me Explain"" concert tour.","Kevin is throwing a celebration party, but guests tell him that he has changed since his divorce. He tries to explain himself, but they will not let him, so he decides to do a show at Madison Square Garden letting him explain, which sold out with 30,000 people. The film also shows performances of his sold-out shows from all around the world..",6.8,8636,"Comedy,Documentary"
tt13652552,Futmalls,"4,068",8,42,TV Series,Taiwan,Mandarin,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,6.7,132,Sci-Fi
tt0845986,Den man älskar,"4,069",,92,Movie,Sweden,Swedish,The young woman Lena has once again found happiness with a new man after having left a violent relationship.,The young woman Lena has once again found happiness with a new man after having left a violent relationship.,6.2,490,Drama
tt8550732,Kaos,"4,070",10,60,TV Series,United Kingdom,English,A modern day contemporary retelling of Greek mythology.,A modern day contemporary retelling of Greek mythology.,,,"Comedy,Drama,Fantasy"
tt8502324,Engineering Girls,"4,071",5,20,TV Series,India,Hindi,"Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.","Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",7,1232,"Comedy,Drama"
tt11668994,Tersanjung: The Movie,"4,072",,114,Movie,Indonesia,Indonesian,"Yura (Clara Bernadeth) faces the complicated love triangle between Oka (Kevin Ardilio) and Christian (Giorgino Abraham). The story of dreams, romance, and emotions raging together.","Yura (Clara Bernadeth), a poor girl who lives with adoptive parents, is lulled by hopes for life. She faces the complicated love triangle between Oka (Kevin Ardilio) and Christian (Giorgino Abraham). The story of dreams, romance, and emotions raging together. —MVP",6.1,119,"Drama,Romance"
tt11319074,Bad Boy,"4,073",,135,Movie,Poland,Polish,"The rise and fall of a soccer club owner, discovering the harsh reality of the sport, often connected with crime and fraud.","The rise and fall of a soccer club owner, discovering the harsh reality of the sport, often connected with crime and fraud.",3.8,866,"Action,Crime,Drama"
tt11999258,Wings of Fire,"4,074",,\N,TV Series,-,-,-,-,,,"Action,Adventure,Animation"
tt8477194,Rea(l)ove,"4,075",9,40,TV Series,Japan,Japanese,"While this Japanese reality dating show borrows heavily from American and British staples such as Love Island, Paradise Hotel, and Bachelor in Paradise, the would-be lovers also possess ""dark secrets"" that may be reveale... Read all","While this Japanese reality dating show borrows heavily from American and British staples such as Love Island, Paradise Hotel, and Bachelor in Paradise, the would-be lovers also possess ""dark secrets"" that may be revealed at any time. Will the revelations dissuade their romantic interests? All of the contestants are Japanese, and the ten men and eight women range from 21 to 40. With a few exceptions (the 40-year-old systems engineer stands out for more than one reason), most of the contestants are students and gig workers, including a comedian, a bikini model, a singer, and an ""underground idol."" With the Pacific Ocean providing a beautiful backdrop to the Okinawa resort housing the show, the contestants attend cocktail parties, frolic on group outings, and shyly hold hands on one-on-one dates. The hosts are situated in a remote booth where they observe the action through multiple monitors and gleefully mock the singles' behavior, attire, and amusing attempts at pick-up lines. When the alarm sounds, one of the hosts selects an envelope and delivers it to the named contestant. In a segment called ""Real Face Time,"" that contestant must then read aloud a long, humiliating explanation of his or her dark secret. Is it an undesirable profession? Financial problems? Questionable judgment at a frat party? And how will the others react? Watch the first season of REA(L)OVE on Netflix (English subtitles are available) to discover the contestants' sordid pasts and whether they are still deserving of love.",6.7,145,Reality-TV
tt3132450,KL Zombi,"4,076",,97,Movie,Malaysia,Malay,"Tells the tale of slacker, Nipis who becomes a reluctant hero when a zombie outbreak robs him of the only life he knows.","Tells the tale of slacker, Nipis who becomes a reluctant hero when a zombie outbreak robs him of the only life he knows.",4.5,261,"Comedy,Horror"
tt9017614,Joe Rogan: Strange Times,"4,077",,63,TV Special,-,English,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.","Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",7.4,3841,Comedy
tt14118046,Las niñas de cristal,"4,078",,\N,Movie,Spain,Spanish,"When pressure threatens a ballerina in a new lead role, she and an outcast dancer create their own world, free from others' expectations.","When pressure threatens a ballerina in a new lead role, she and an outcast dancer create their own world, free from others' expectations.",,,Drama
tt10009796,Kevin Hart: Irresponsible,"4,079",,60,TV Special,United States of America,English,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.","Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.",6.5,3899,Comedy
tt2251481,Sean Banan inuti Seanfrika,"4,080",,76,Movie,Sweden,Swedish,"Sean Banan is heading of to Africa, the world's coolest place. With him is the singing diva Kikki Danielsson Aka Kikki Dee, they are going to record a music Video. Everything was supposed to be simple, but it turned out ... Read all","Sean Banan is heading of to Africa, the world's coolest place. With him is the singing diva Kikki Danielsson Aka Kikki Dee, they are going to record a music Video. Everything was supposed to be simple, but it turned out to be a chaotic road trip with boat hunts, wild animals, and lots of strange people! Sean's music Video is on a tight budget, to finance it he invested all his money to a mysterious stockbroker. When the finance man disappears with all the money the real problems starts. On the way a crazy Swedish ambassador joins them, after amazing adventures through Africa they finally catch him the stockbroker. But the refuses to give back Seans money! Sean is devastated, buy Kikki has not given up, yet. Sean has to give everything to save his money and career. A fun and fresh film with Kikki Danielsson, Johanens Brost, Dr Alban and Sean Banan. —Happy Fiction",2.6,1409,Comedy
tt7410684,Ali Wong: Hard Knock Wife,"4,081",,64,TV Special,United States of America,English,Comedian Ali Wong performs her live stand-up set at Toronto's Winter Garden Theatre.,"Two years after giving birth to her daughter, a very pregnant Ali Wong returns in her second original stand-up comedy special, filmed at Toronto's Winter Garden Theatre. The always unapologetic and nasty first time mom gets real on why having kids is not all it's cracked up to be, including the challenges of breastfeeding, balancing family and career post pregnancy, and why all women deserve three years of paid maternity leave.",7.4,4106,Comedy
tt9121650,Dear Nathan Hello Salma,"4,082",,101,Movie,Indonesia,Indonesian,"Sequel to the 2017 Movie ""Dear Nathan"" follows the continued relationship between two young people in love.","Sequel to the 2017 Movie ""Dear Nathan"" follows the continued relationship between two young people in love.",7.6,247,"Drama,Romance"
tt5836262,DC Super Hero Girls: Hero of the Year,"4,083",,76,Video,United States of America,English,"It's up Wonder Woman, Supergirl, Batgirl and Bumblebee at Super Hero High to stop Dark Opal from stealing their valued possessions to form the ultimate weapon!","It's time for the annual Hero of the Year ceremony and the students of Super Hero High compete for the top prize. But the festivities take a turn when Dark Opal targets the heroes and steals some of their most valued possessions to form the ultimate weapon! It's up to the students at Super Hero High to spring into action! But can Wonder Woman, Supergirl, Batgirl and Bumblebee stop Dark Opal- and his mysterious partnerin- crime -to save the day?",5.6,610,"Action,Adventure,Animation"
tt10687624,Spirit Riding Free: Pony Tales,"4,084",10,\N,TV Series,United States of America,English,,-,6.8,51,"Adventure,Animation,Family"
tt6562866,Trevor Noah: Afraid of the Dark,"4,085",,67,TV Special,United States of America,English,"Trevor Noah's Netflix one hour standup special. Amazing comedy covering race in America, immigration politics, international relations and more.","Trevor Noah's Netflix one hour standup special. Amazing comedy covering race in America, immigration politics, international relations and more.",7.3,4748,Comedy
tt4786132,Lady-Like,"4,086",,82,Movie,United States of America,English,"When a quick-witted but co-dependent college girl helps her best friend land a boyfriend, she's left on the outside looking in and is forced to deal with the realities of adulthood for the first time.","When a quick-witted but co-dependent college girl helps her best friend land a boyfriend, she's left on the outside looking in and is forced to deal with the realities of adulthood for the first time.",4.8,1178,"Comedy,Romance"
tt9014248,Rebelión de los Godínez,"4,087",,93,Movie,Mexico,Spanish,"Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.","Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.",4.1,411,Comedy
tt13458600,Emicida: AmarElo - It's All for Yesterday,"4,088",,89,Movie,Brazil,Portuguese,"Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.","Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.",8.6,1107,"Documentary,Music"
tt5646500,Woonppal Romaenseu,"4,089",16,60,TV Series,South Korea,Korean,"A superstitious woman is told, by a fortune teller, that her sister will come out of coma if she spends the night with a man born in 1986. Later, she finds out that her boss, who is an antisocial nerd, was born in 1986 a... Read all","A superstitious woman is told, by a fortune teller, that her sister will come out of coma if she spends the night with a man born in 1986. Later, she finds out that her boss, who is an antisocial nerd, was born in 1986 and tries to seduce him.",7.1,571,"Comedy,Romance"
tt8760264,Nailed It! Holiday!,"4,090",13,31,TV Series,United States of America,English,"Novice chefs compete in a holiday-themed cooking challenges to earn a $10,000 prize.","Novice chefs compete in a holiday-themed cooking challenges to earn a $10,000 prize.",7.7,917,Reality-TV
tt11946272,Tutto Il Giorno Davanti,"4,091",,120,TV Movie,Italy,Italian,"With the continuous arrival of migrants to Palermo (Italy), a councilor becomes the legal guardian of hundreds of children while also dealing with her own family problems.","With the continuous arrival of migrants to Palermo (Italy), a councilor becomes the legal guardian of hundreds of children while also dealing with her own family problems.",6.3,55,Biography
tt7570990,Beyond Stranger Things,"4,092",7,21,TV Series,United States of America,English,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash.","Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash.",7.5,1784,"Documentary,Talk-Show"
tt9549930,Joanna Lumley's Silk Road Adventure,"4,093",4,45,TV Mini Series,United Kingdom,English,"This epic new four-part series is Joanna Lumley's grandest and most challenging journey yet, a breath-taking odyssey from Venice to the Chinese border along the veins of the ancient Silk Road. A perilous network of paths... Read all","This epic new four-part series is Joanna Lumley's grandest and most challenging journey yet, a breath-taking odyssey from Venice to the Chinese border along the veins of the ancient Silk Road. A perilous network of paths, the Silk Road shaped the modern world, bringing silk, printing, spices, gunpowder, and many other things, to the West. Joanna's adventure will see her travel through a breath-taking array of fabulous landscapes as she crosses continents, deserts, mountains and steppe, boldly following in the footsteps of the merchants, conquerors, kings and pilgrims who once lived and died along this route.",8.2,211,Documentary
tt9581782,The Circle: Brazil,"4,094",12,\N,TV Series,Brazil,Portuguese,"Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$ 300,000 prize.","Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$ 300,000 prize.",6.8,648,Reality-TV
tt3001888,L'oro di Scampia,"4,095",,102,TV Movie,Italy,Italian,"In Scampia, the Camorra hires young people from an early age to make them lookouts, drug couriers or hit men. Here is Enzo Capuano's gym, where he teaches judo to the boys of the neighborhood, tearing them from the stree... Read all","In Scampia, the Camorra hires young people from an early age to make them lookouts, drug couriers or hit men. Here is Enzo Capuano's gym, where he teaches judo to the boys of the neighborhood, tearing them from the street.",6.9,64,"Biography,Drama"
tt4696310,People You May Know,"4,096",,101,Movie,United States of America,English,"'People You May Know' tells the story of four friends in their 40s in Los Angeles. They will have to confront a new reality when Delia gets pregnant from Joe, the best-friend who happens to be gay.","'People You May Know' tells the story of four friends in their 40s in Los Angeles. They will have to confront a new reality when Delia gets pregnant from Joe, the best-friend who happens to be gay.",5.6,908,"Comedy,Drama"
tt5599272,Shadow of Truth,"4,097",8,40,TV Mini Series,Israel,Hebrew,"A four part documentary mini-series that examines the mysterious murder case of Tair Rada, an Israeli high-school girl who was found brutally murdered in her school's toilets during an ordinary day.","After a long search, the body of 13 year old Tair Rada is found in her school's toilets, inside a stall locked from within. A week later the police arrests Roman Zadorov, a Ukrainian immigrant who had worked at the school. Eventually he confesses and stands for trial, but many believe he is innocent, and rumors of a conspiracy spread throughout the social media. While some think Tair was murdered by her classmates, kids her own age, one mysterious person claims that he knows who the real killer is - his disturbed ex-girlfriend.",8,1385,"Crime,Documentary"
tt10675488,Astronomy Club,"4,098",6,20,TV Series,United States of America,English,Comedy to discuss real-world topics. Exploring an array of topics ranging from pop culture and social issues to the black experience.,Comedy to discuss real-world topics. Exploring an array of topics ranging from pop culture and social issues to the black experience.,7.1,512,Comedy
tt13280838,The House Arrest of Us,"4,099",13,\N,TV Series,Philippines,Filipino,"A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemi... Read all","A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown. —iWantTFC",7.4,76,"Comedy,Romance"
tt8006786,"Big Dreams, Small Spaces","4,100",17,\N,TV Series,United Kingdom,English,Horticulturalist Monty Don works with amateur gardeners to help them create the garden of their dreams.,Horticulturalist Monty Don works with amateur gardeners to help them create the garden of their dreams.,8.1,301,Reality-TV
tt11162992,"Lorena, La de pies ligeros","4,101",,28,Short,Mexico,Spanish,"A young woman of the Tarahumara, well-known for their extraordinary long distance running abilities, wins ultramarathons seemingly out of nowhere despite running in sandals.","A young woman of the Tarahumara, well-known for their extraordinary long distance running abilities, wins ultramarathons seemingly out of nowhere despite running in sandals.",7,606,"Documentary,Short,Sport"
tt12740488,Paprika,"4,102",,11,TV Series,-,English,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,8.3,12,"Animation,Family"
tt0305455,Pitaah,"4,103",,126,Movie,India,Hindi,Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend their time in drinking and on ... Read all,"Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend their time in drinking and on girls.Rudra is a poor farmer living a happy life with is wife Paro and three children Durga,Luv and Kush.Bhola and Bacchu once go to attend Mujra and cant get their way with the woman.On their way they see 9 year old Durga and rape her.While he evidence are all against them the Sr Doctor prepare's his report and Inspector Ramnarayan Bhardwaj also finds evidence to arrest Bhola and Bacchu.The lawyer fighting the case bribe's the Sr Doctor and Ramnarayan Bhardwaj to tamper the evidence.Paro then convinces Rudra to take matters in his own hands as law cant give them justice. —alex.mjacko@gmail.com",6.3,693,"Action,Drama"
tt2740538,He Who Dares,"4,104",,82,Movie,United Kingdom,English,"A group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. A crack SAS team are sent in and must take the building one level at a t... Read all","A group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. A crack SAS team are sent in and must take the building one level at a time.",3,961,"Action,Crime,Thriller"
tt9170648,Trevor Noah: Son of Patricia,"4,105",,63,TV Special,United States of America,English,Noah's South African roots and upbringing merge into his recent American experience making for funny and human juxtapositions and observations.,Noah's South African roots and upbringing merge into his recent American experience making for funny and human juxtapositions and observations.,7.3,3585,Comedy
tt4535826,Aenggeurimam,"4,106",16,70,TV Series,South Korea,Korean,"This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility to stop her daughter's bullying.... Read all","This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility to stop her daughter's bullying. She ends up becoming a high school student again. —wendy mcknight",7.6,429,"Comedy,Drama"
tt7336684,Sordo,"4,107",,121,Movie,Spain,Spanish,A rebel revolutionary against Franquist's dictatorship who turns deaf after a failed sabotage tries to escape from the military forces who prosecute him.,"October, 1944. In a Spain of poverty, hunger, hate and blood after General Franco won the Spanish Civil War five years ago, the rebel revolutionaries against Franquist's dictatorship, ""maquis"", plot a coup d'etat to free the country with a couple of hundred maquis exiled in France. Sending a commando to blow away a bridge as part of the mission, it turns wrong when the explosives malfunction and detonate before of the time, destroying only a part of the bridge and killing almost all the commando but three. When the military appear alerted by the explosion, they kill in the bridge to one of survivors and capture a second, Vicente Roig, which leg was imprisoned under a great rock. The third survivor results to be Anselmo Rojas, who deaf after the explosion that burst his eardrums starts the escape from the military squad lead by determined and strict Capitán Bosch. Hiding in the forest close to his natal town, Anselmo asks help Rosa, Vicente's wife, while this one is questioned by Bosch to locate Anselmo. But the situation worsens when Coronel Cortés sends to the town Darya Sergéevich Volkov, a cruel and merciless Russian Bolshevik and lethal sniper to find and kill Anselmo. Pretending to continue her daily life as if nothing bad happens, Rosa tries to save his daughter Carmen from the soldiers with the secret implication of shopkeeper Josefa, while Darya uses her particular ways to fulfill the mission. Unable to hear and each time more alone, Anselmo will try survive and kill his enemies in the belief that the coup d'etat is possible and the maquis still can win, in a path of horror where no one will be safe and any decisión just will cause more bloodshed. —Chockys",5.6,596,"Action,Drama"
tt5878262,Ever After High: Epic Winter,"4,108",,90,TV Movie,United States of America,English,"Crystal Winter is the daughter of the Snow Queen and will someday rule over winter, however, Jackie Frost and North Wind have other ideas it is to curse the King and Queen. Crystal runs away to Ever After High where she,... Read all","Crystal Winter is the daughter of the Snow Queen and will someday rule over winter, however, Jackie Frost and North Wind have other ideas it is to curse the King and Queen. Crystal runs away to Ever After High where she, and her best friends Briar and Ashlynn set out on a mission to save her parents while Faybelle Thorn still has a few tricks up her sleeve.",7.7,206,"Adventure,Animation,Drama"
